指標名,観光地,,,,,,,,
出典,Tripadvisor,,,,,,,,
年次,2021/2/17 取得,,,,,,,,
URL,https://www.tripadvisor.jp/,,,,,,,,
備考,"（2019年度：2,042件、2020年度：2,985件）",,,,,,,,
,,,,,,,,,
区,町丁,エリア,住所,緯度,経度,施設名,カテゴリ,星,レビュー数
中央区,八丁堀３丁目,-,東京都中央区八丁堀３丁目２８－１５,35.675339,139.779236,日比谷稲荷神社,名所・有名スポット,,
中央区,八丁堀４丁目,-,東京都中央区八丁堀４－３－３,35.674555,139.774159,日動コンテンポラリーアート,美術館・博物館,3,1件
中央区,浜離宮庭園,-,東京都中央区浜離宮庭園１‐１,35.660889,139.763443,浜離宮恩賜庭園,自然・公園,4.5,"1,916件"
中央区,豊海町,-,東京都中央区豊海町,35.653610,139.768753,豊海水産埠頭,名所・有名スポット,4.5,10件
中央区,豊海町,-,東京都中央区豊海町３－１９,35.653500,139.772095,豊海運動公園デイキャンプ場,自然・公園,3.5,4件
中央区,豊海町,-,東京都中央区豊海町５－１豊海センタービル２階,35.653496,139.769821,豊海おさかなミュージアム,美術館・博物館,3,1件
中央区,湊１丁目,-,東京都中央区湊１－６－７,35.672352,139.779984,鉄砲洲稲荷神社,名所・有名スポット,4,19件
中央区,湊１丁目,-,東京都中央区湊１丁目１－２,35.673587,139.779056,桜川屋上公園,自然・公園,3,10件
中央区,明石町,-,東京都中央区明石町５－２６,35.668173,139.777119,カトリック築地教会,名所・有名スポット,4,30件
中央区,明石町,-,東京都中央区明石町１０,35.667507,139.775833,トイスラー記念館,名所・有名スポット,3.5,19件
中央区,明石町,-,東京都中央区明石町１２－１中央区保健所等複合施設６Ｆ,35.666600,139.776766,タイムドーム明石,名所・有名スポット,3.5,11件
中央区,明石町,-,東京都中央区築地３－６－３築地川公園デイキャンプ場，築地川公園,35.668903,139.775131,築地川公園デイキャンプ場,自然・公園,2.5,19件
中央区,明石町,-,東京都中央区明石町八丁目,35.666279,139.778473,明石町河岸公園,,3.5,24件
中央区,明石町,-,東京都中央区明石町９,35.668118,139.776443,築地居留地跡,名所・有名スポット,3,18件
中央区,明石町,-,東京都中央区明石町１０,35.667664,139.775589,浅野内匠頭邸跡,名所・有名スポット,3,16件
中央区,明石町,-,東京都中央区明石町１０,35.668255,139.775726,芥川龍之介生誕の地,名所・有名スポット,3,14件
中央区,明石町,-,東京都中央区明石町１－１５,35.668755,139.776505,ガス街灯柱 (中央区明石町),名所・有名スポット,3,13件
中央区,明石町,-,東京都中央区明石町９,35.666943,139.775909,蘭学事始地,名所・有名スポット,3,16件
中央区,明石町,-,東京都中央区明石町８,35.666279,139.778473,アメリカ公使館跡,名所・有名スポット,3,14件
中央区,明石町,-,東京都中央区明石町８,35.666279,139.778473,指紋研究発祥の地,名所・有名スポット,3,13件
中央区,明石町,-,東京都中央区明石町１０聖路加国際大学構内,35.667175,139.775925,立教学院発祥の地,名所・有名スポット,3,11件
中央区,明石町,-,東京都中央区明石町１３,35.665777,139.777429,電信創業之地,名所・有名スポット,3,13件
中央区,明石町,-,東京都中央区明石町１０聖路加国際大学敷地内,35.667248,139.775284,女子学院発祥の地,名所・有名スポット,3,9件
中央区,明石町,-,東京都中央区明石町１－６,35.669292,139.776733,雙葉学園発祥の地,名所・有名スポット,3.5,5件
中央区,明石町,-,東京都中央区明石町１１－６,35.666954,139.775726,立教女学院 築地居留地 校舎跡記念碑,名所・有名スポット,3,7件
中央区,明石町,-,東京都中央区明石町１４－１９,35.665157,139.777145,運上所跡,名所・有名スポット,3,9件
中央区,明石町,-,東京都中央区明石町１１,35.666927,139.775940,慶応義塾発祥の地,名所・有名スポット,3.5,8件
中央区,明石町,-,東京都中央区明石町５－２６,35.668140,139.776566,暁星学園発祥の地記念碑,名所・有名スポット,3,6件
中央区,明石町,-,東京都中央区明石町６－２３,35.668278,139.778778,女子聖学院発祥の地,名所・有名スポット,3,5件
中央区,明石町,-,東京都中央区明石町６－２４,35.668385,139.779053,青山学院記念の地碑,名所・有名スポット,3,5件
中央区,明石町,-,東京都中央区明石町７,35.667846,139.778508,明治学院発祥の地碑,名所・有名スポット,3,6件
中央区,明石町,-,東京都中央区明石町１１三角地帯,35.666927,139.775937,江戸蘭学発祥の地,名所・有名スポット,3,5件
中央区,明石町,-,東京都中央区明石町８,35.667557,139.778295,ヘンリーフォールズ住居跡碑,名所・有名スポット,3,2件
中央区,明石町,-,東京都中央区明石町１－３,35.669548,139.776108,交隆社,,,
中央区,明石町,-,東京都中央区明石町１２－１,35.666531,139.777039,都市型保健所発祥の地,名所・有名スポット,,
千代田区,神田猿楽町１丁目,-,東京都千代田区猿楽町１－１－２,35.697607,139.760609,錦華公園,自然・公園,3.5,13件
千代田区,神田三崎町２丁目,-,東京都千代田区三崎町２－９－１２,35.701653,139.754562,三崎稲荷神社,名所・有名スポット,3.5,23件
千代田区,一ツ橋１丁目,-,東京都千代田区一ッ橋１－１－１,35.690936,139.757580,パレスサイドビルディング,名所・有名スポット,3.5,18件
千代田区,一ツ橋１丁目,-,東京都千代田区北の丸公園と一ッ橋１丁目の間,35.690670,139.756393,竹橋,名所・有名スポット,3.5,21件
千代田区,一ツ橋２丁目,-,東京都千代田区神田錦町３－２８,35.692883,139.758698,東京大学発祥の地 碑,名所・有名スポット,3,17件
千代田区,一ツ橋２丁目,-,東京都千代田区一ツ橋２－６－２日本教育会館３Ｆ,35.694280,139.756184,一ツ橋ホール,シアター,3.5,10件
千代田区,一ツ橋２丁目,-,東京都千代田区一ツ橋,35.692051,139.757385,一ツ橋,名所・有名スポット,3,14件
千代田区,一ツ橋２丁目,-,東京都千代田区一ツ橋２－６－２,35.694374,139.756241,日本教育会館,名所・有名スポット,3,7件
千代田区,一ツ橋２丁目,-,東京都千代田区一ツ橋１丁目１,35.692272,139.758713,東京外国語学校発祥の地,名所・有名スポット,3,3件
千代田区,一番町,-,東京都千代田区麹町１－２～一番町２,35.686160,139.744991,千鳥ケ淵公園,自然・公園,4,107件
千代田区,一番町,-,東京都千代田区一ッ橋２－１－１,35.688633,139.744507,如水会館,名所・有名スポット,4,20件
千代田区,一番町,-,東京都千代田区一番町２５番地ＪＣＩＩ一番町ビル（地下１階）,35.686058,139.742859,日本カメラ博物館,美術館・博物館,4,20件
千代田区,一番町,-,東京都千代田区一番町６,35.687412,139.741531,滝廉太郎居住地跡の碑,名所・有名スポット,3,9件
千代田区,一番町,-,東京都千代田区神田駿河町１－８,35.687168,139.740372,大久保彦左衛門屋敷跡,名所・有名スポット,2.5,11件
千代田区,一番町,-,東京都千代田区一番町交差点から麹町一丁目と二丁目の間,35.687107,139.741684,永井坂,名所・有名スポット,3,4件
千代田区,一番町,-,東京都千代田区一番町２５,35.686073,139.742584,半蔵門ミュージアム,美術館・博物館,4.5,2件
千代田区,一番町,-,東京都千代田区一番町,35.687786,139.742096,袖摺坂,名所・有名スポット,3,3件
千代田区,一番町,-,東京都千代田区一番町２５,35.686123,139.742584,JCIIフォトサロン,美術館・博物館,,
千代田区,永田町１丁目,赤坂,東京都千代田区永田町１－７－１,35.675888,139.744858,国会議事堂,名所・有名スポット,4,405件
千代田区,永田町１丁目,赤坂,東京都千代田区永田町１－１０－１,35.678734,139.744873,国立国会図書館,,4,130件
千代田区,永田町１丁目,赤坂,東京都千代田区永田町１－１－１,35.678101,139.746780,憲政記念館,美術館・博物館,4,52件
千代田区,永田町１丁目,赤坂,東京都千代田区永田町１－１－１憲政記念館前,35.677072,139.747730,国会前庭 北庭,名所・有名スポット,3.5,27件
千代田区,永田町１丁目,赤坂,東京都千代田区永田町１－２国会前庭和式庭園,35.677072,139.747730,国会前庭 南地区,自然・公園,3.5,14件
千代田区,永田町１丁目,赤坂,東京都千代田区永田町１－１－２国会前庭北地区憲政記念館構内,35.678917,139.746613,日本水準原点標庫,名所・有名スポット,3,13件
千代田区,永田町１丁目,赤坂,東京都千代田区永田町一丁目,35.674137,139.745865,茱萸坂,名所・有名スポット,3.5,14件
千代田区,永田町１丁目,赤坂,東京都千代田区永田町１－７－１,35.675892,139.744873,衆議院,名所・有名スポット,4,5件
千代田区,永田町１丁目,赤坂,東京都千代田区永田町１－１,35.677128,139.747665,電子基準点 千代田,名所・有名スポット,3,2件
千代田区,永田町２丁目,赤坂,東京都千代田区永田町２－１０－５,35.674667,139.739943,日枝神社,名所・有名スポット,4,666件
千代田区,永田町２丁目,赤坂,東京都千代田区永田町２－１０－５日枝神社,35.674667,139.739943,山王祭,,4.5,26件
千代田区,永田町２丁目,赤坂,東京都千代田区永田町２－１０日枝神社境内,35.675148,139.739670,山王稲荷神社,名所・有名スポット,3.5,12件
千代田区,永田町２丁目,赤坂,東京都千代田区永田町１－７－１,35.676558,139.742319,参議院,名所・有名スポット,4,9件
千代田区,永田町２丁目,赤坂,東京都千代田区永田町２－１３－２,35.675011,139.738678,オカムラいすの博物館,美術館・博物館,3,5件
千代田区,永田町２丁目,赤坂,東京都千代田区永田町２－１８－２,35.677944,139.739304,華族女学校遺蹟碑,名所・有名スポット,3,6件
千代田区,永田町２丁目,赤坂,東京都千代田区永田町２,35.675074,139.742937,山王坂,,3.5,2件
千代田区,永田町２丁目,赤坂,東京都千代田区永田町２－１７－５,35.677177,139.740005,モリモトファインアート,美術館・博物館,,
千代田区,霞が関１丁目,虎ノ門広域,東京都千代田区霞ケ関１－１－１法務省赤れんが棟,35.676399,139.753433,法務省旧本館,名所・有名スポット,4,36件
千代田区,霞が関１丁目,虎ノ門広域,東京都千代田区霞ケ関１－１－４,35.675171,139.752777,東京地方裁判所,名所・有名スポット,3.5,20件
千代田区,霞が関１丁目,虎ノ門広域,東京都千代田区霞ケ関１－１－３,35.673974,139.753847,大岡越前忠相屋敷跡,名所・有名スポット,3,8件
千代田区,霞が関１丁目,虎ノ門広域,東京都千代田区霞ケ関１－１－１,35.675652,139.754440,米沢藩上杉家江戸藩邸跡 碑,名所・有名スポット,3,8件
千代田区,霞が関１丁目,虎ノ門広域,東京都千代田区霞ケ関１－２－１,35.673893,139.751709,Savor Japan,レンタル用品,,
千代田区,霞が関２丁目,虎ノ門広域,東京都千代田区霞ケ関２－１－１,35.676987,139.752258,警視庁本部,名所・有名スポット,3.5,48件
千代田区,霞が関２丁目,虎ノ門広域,東京都千代田区霞ケ関２－１,35.675007,139.751526,霞ヶ関跡 碑,,3,9件
千代田区,霞が関２丁目,虎ノ門広域,東京都千代田区霞ケ関２丁目,35.675724,139.750514,潮見坂,名所・有名スポット,3.5,5件
千代田区,霞が関２丁目,虎ノ門広域,東京都千代田区霞ケ関２,35.674806,139.751017,霞が関坂,,3.5,4件
千代田区,霞が関３丁目,虎ノ門広域,東京都千代田区霞ケ関３－２－２,35.671326,139.748871,文部科学省情報ひろば,美術館・博物館,3.5,13件
千代田区,霞が関３丁目,虎ノ門広域,東京都千代田区霞ケ関３－８－１,35.669914,139.747757,江戸城外堀跡 溜池櫓台,名所・有名スポット,3,9件
千代田区,霞が関３丁目,虎ノ門広域,東京都千代田区霞ケ関３－２－１,35.671848,139.747986,霞テラス,名所・有名スポット,3.5,15件
千代田区,霞が関３丁目,虎ノ門広域,東京都千代田区霞ケ関３丁目２－２地下鉄銀座線「虎ノ門駅」新庁舎連絡通路内,35.671459,139.748779,江戸城外堀跡 地下展示室,美術館・博物館,3.5,3件
千代田区,霞が関３丁目,虎ノ門広域,東京都千代田区霞が関３－４－３,35.670976,139.745488,特許庁,名所・有名スポット,3,7件
千代田区,霞が関３丁目,虎ノ門広域,東京都千代田区霞ケ関３－２－１霞ヶ関コモンゲート西館,35.670592,139.748287,工部大学校阯碑,名所・有名スポット,3,6件
